PaperId	RecommendedPaperId	Method	StudyScore	StudyRankByMethod	StudyRankGlobal	CooccurrenceCnt	Similarity	EmbSimilarity	TfIdfSimilarity	ComputedRankByMethod	ComputedRankGlobal
2170363706	2118465040	Behavior	5	1	1	34	0.9999954	0	0	2	2
2170363706	2026911753	Behavior	5	1	1	44	0.99999994	0	0	1	1
2170363706	1831934054	Behavior	4	3	3	26	0.9998876	0	0	9	9
2170363706	2064070991	Behavior	4	3	3	30	0.9999773	0	0	5	5
2170363706	2040158707	Behavior	4	3	3	28	0.9999495	0	0	7	7
2170363706	2019024746	Behavior	3	6	10	30	0.9999773	0	0	4	4
2170363706	2008936765	Behavior	3	6	10	34	0.9999954	0	0	3	3
2170363706	2009730102	Behavior	3	6	10	26	0.9998876	0	0	10	10
2170363706	2007402306	Behavior	3	6	10	28	0.9999495	0	0	6	6
2170363706	2094275102	Behavior	2	10	18	28	0.9999495	0	0	8	8
2170363706	2071147513	Content	4	1	3	0	0.7084211	0.904388666	0.251163483	3	
2170363706	1978021975	Content	4	1	3	0	0.699254751	0.893234432	0.246635571	4	
2170363706	189439419	Content	4	1	3	0	0.86356	0.964194953	0.6287452	1	
2170363706	605422323	Content	4	1	3	0	0.674378335	0.8967326	0.155551672	9	
2170363706	2620771051	Content	3	5	10	0	0.685276449	0.875967443	0.240330845	6	
2170363706	1971063635	Content	3	5	10	0	0.7142524	0.8996157	0.281738	2	
2170363706	567867538	Content	3	5	10	0	0.679551244	0.888207138	0.192687392	8	
2170363706	65289889	Content	3	5	10	0	0.6735952	0.8926054	0.162571281	10	
2170363706	2595431672	Content	2	9	18	0	0.682849348	0.8762022	0.2316926	7	
2170363706	2576414584	Content	2	9	18	0	0.6942938	0.8956046	0.2245685	5	
2170389705	177169120	Behavior				18	0.9972569	0	0	8	8
2170389705	2033348393	Behavior				17	0.9959187	0	0	10	10
2170389705	13976994	Behavior				19	0.998157859	0	0	7	7
2170389705	2033226581	Behavior				35	0.9999969	0	0	1	1
2170389705	1964860132	Behavior				20	0.9987637	0	0	5	5
2170389705	2076260575	Behavior				30	0.9999773	0	0	2	2
2170389705	1975210595	Behavior				21	0.9991706	0	0	4	4
2170389705	992148507	Behavior				20	0.9987637	0	0	6	6
2170389705	1991657282	Behavior				18	0.9972569	0	0	9	9
2170389705	2000030706	Behavior				22	0.9994437	0	0	3	3
2170389705	2074005486	Content				0	0.711744547	0.907274067	0.2555089	5	
2170389705	2749684729	Content				0	0.7235019	0.9173826	0.271113753	3	
2170389705	2181803983	Content				0	0.706738532	0.8862657	0.287841767	6	
2170389705	2679471786	Content				0	0.7012908	0.8827541	0.2778764	8	
2170389705	1580811746	Content				0	0.752711	0.888749361	0.435288131	1	
2170389705	2593284906	Content				0	0.7045867	0.884024858	0.285897553	7	
2170389705	61399748	Content				0	0.7127222	0.9021122	0.270812154	4	
2170389705	2160536412	Content				0	0.6950772	0.885475338	0.2508148	9	
2170389705	2618517447	Content				0	0.6927549	0.901892841	0.204766467	10	
2170389705	628385826	Content				0	0.742329955	0.9036222	0.365981281	2	
2170735177	1775635625	Behavior	4	1	1	4	0.7006562	0	0	6	
2170735177	2325933299	Behavior	4	1	1	4	0.7006562	0	0	7	
2170735177	2020229166	Behavior	3	3	4	3	0.6550128	0	0	10	
2170735177	1969405433	Behavior	3	3	4	3	0.6550128	0	0	8	
2170735177	1981999046	Behavior	2	5	8	7	0.8449872	0	0	1	1
2170735177	2158230434	Behavior	2	5	8	5	0.75	0	0	3	
2170735177	2135262708	Behavior	2	5	8	5	0.75	0	0	2	
2170735177	1974978459	Behavior	2	5	8	4	0.7006562	0	0	4	
2170735177	1981768386	Behavior	2	5	8	4	0.7006562	0	0	5	
2170735177	2004002136	Behavior	2	5	8	3	0.6550128	0	0	9	
2170735177	2567082628	Content	4	1	1	0	0.8072861	0.9243746	0.534079552	1	2
2170735177	1987528344	Content	3	2	4	0	0.7835994	0.9198066	0.465782523	6	7
2170735177	1968100024	Content	3	2	4	0	0.7975444	0.9297953	0.488959	2	3
2170735177	2306979406	Content	2	4	8	0	0.7677579	0.9255587	0.39955613	8	9
2170735177	2478898690	Content	2	4	8	0	0.766976237	0.911108255	0.430668175	9	10
2170735177	2005339345	Content	2	4	8	0	0.784408	0.9346883	0.4337538	5	6
2170735177	2022804387	Content	2	4	8	0	0.793414533	0.944916666	0.439909577	3	4
2170735177	2558920383	Content	2	4	8	0	0.779686153	0.917565048	0.457968652	7	8
2170735177	2325790076	Content	2	4	8	0	0.7640742	0.9272868	0.3832449	10	
2170735177	2054709859	Content	1	10	20	0	0.7897122	0.9218233	0.481452972	4	5
2171600842	2084468209	Behavior	5	1	1	14	0.9867015	0	0	3	3
2171600842	2073658930	Behavior	5	1	1	13	0.980417132	0	0	4	4
2171600842	2026911753	Behavior	5	1	1	14	0.9867015	0	0	2	2
2171600842	2008936765	Behavior	4	4	4	9	0.9160092	0	0	9	9
2171600842	2058690674	Behavior	4	4	4	12	0.9713379	0	0	5	5
2171600842	2097970676	Behavior	4	4	4	11	0.958413661	0	0	6	6
2171600842	2036178414	Behavior	4	4	4	15	0.9910069	0	0	1	1
2171600842	2094275102	Behavior	3	8	11	11	0.958413661	0	0	7	7
2171600842	2097333884	Behavior	3	8	11	10	0.9403985	0	0	8	8
2171600842	2040158707	Behavior	3	8	11	9	0.9160092	0	0	10	10
2171600842	2071234977	Content	4	1	4	0	0.703331	0.9094223	0.222451374	8	
2171600842	568037944	Content	4	1	4	0	0.7051571	0.8688164	0.323285371	7	
2171600842	2531776034	Content	4	1	4	0	0.70644027	0.9030718	0.247633368	6	
2171600842	1983207244	Content	3	4	11	0	0.702629447	0.8997575	0.242664009	9	
2171600842	169407199	Content	3	4	11						
2171600842	2597097990	Content	3	4	11	0	0.7198135	0.88660717	0.330628365	2	
2171600842	130189437	Content	3	4	11	0	0.7291773	0.870957136	0.39835763	1	
2171600842	1563701039	Content	3	4	11	0	0.711177051	0.8795859	0.31822294	4	
2171600842	72859280	Content	2	9	19						
2171600842	2088221540	Content	2	9	19	0	0.71701777	0.868056655	0.364593744	3	
2174491738	1968342623	Behavior				9	0.9160092	0	0	2	2
2174491738	1869792624	Behavior				8	0.8842624	0	0	4	4
2174491738	2064815984	Behavior				7	0.8449872	0	0	8	8
2174491738	1915704240	Behavior				7	0.8449872	0	0	6	6
2174491738	2003171404	Behavior				6	0.7993438	0	0	10	10
2174491738	2252568502	Behavior				18	0.9972569	0	0	1	1
2174491738	2036176224	Behavior				7	0.8449872	0	0	7	7
2174491738	1879165674	Behavior				8	0.8842624	0	0	5	5
2174491738	1982846895	Behavior				8	0.8842624	0	0	3	3
2174491738	2461013690	Behavior				6	0.7993438	0	0	9	9
2174491738	2795138788	Content				0	0.656277657	0.859940648	0.18106395	5	
2174491738	2801867656	Content				0	0.730976641	0.881311238	0.380195856	1	
2174491738	2148460897	Content				0	0.636781037	0.8719735	0.0879985	10	
2174491738	1519151314	Content				0	0.6483714	0.8451493	0.189222962	6	
2174491738	2468373091	Content				0	0.6394948	0.855013549	0.136617735	8	
2174491738	2132023025	Content									
2174491738	2591777705	Content				0	0.689798	0.8598969	0.2929006	3	
2174491738	2139314409	Content				0	0.7053767	0.8619151	0.340120316	2	
2174491738	2342867827	Content				0	0.6434546	0.853542447	0.153249756	7	
2174491738	2053611784	Content				0	0.6370345	0.845454037	0.150722086	9	
2184734494	1543079290	Content	5	1	1	0	0.7432357	0.929584146	0.308422685	4	4
2184734494	2062162940	Content	5	1	1	0	0.7339909	0.9280979	0.281074554	7	7
2184734494	2050100442	Content	5	1	1	0	0.757446	0.9439418	0.322289079	1	1
2184734494	1874924121	Content	5	1	1	0	0.7509961	0.9358948	0.3195659	2	2
2184734494	128837028	Content	4	5	5	0	0.7418841	0.9272245	0.309423149	5	5
2184734494	2128091120	Content	4	5	5	0	0.7210393	0.9268748	0.240756378	10	10
2184734494	2480791090	Content	3	7	7	0	0.726725936	0.927883744	0.257357776	9	9
2184734494	1994001644	Content	3	7	7	0	0.743838	0.929518163	0.310584426	3	3
2184734494	1465097505	Content	3	7	7	0	0.7369791	0.9336376	0.2781094	6	6
2184734494	2389006660	Content	3	7	7	0	0.7317406	0.931183	0.266375065	8	8
2187180238	2134108574	Content	3	1	1	0	0.6682189	0.906362653	0.112550169	6	6
2187180238	2049598990	Content	3	1	1	0	0.6691447	0.903403044	0.122541793	4	4
2187180238	2503832933	Content	2	3	3	0	0.664591551	0.9077406	0.09724387	8	8
2187180238	2580366892	Content	2	3	3	0	0.6689381	0.910903633	0.104351856	5	5
2187180238	1976340895	Content	2	3	3	0	0.66390866	0.9024703	0.107264869	10	10
2187180238	2610486606	Content	2	3	3	0	0.692180932	0.9126166	0.177830964	1	1
2187180238	2481955650	Content	1	7	7	0	0.6642773	0.9008915	0.112177536	9	9
2187180238	2800373251	Content	1	7	7	0	0.665926039	0.915405035	0.08380846	7	7
2187180238	2405187948	Content	1	7	7	0	0.6723904	0.9045933	0.130583733	3	3
2187180238	188622839	Content	1	7	7	0	0.6775888	0.914151549	0.12560904	2	2
2188908302	2161208102	Content				0	0.7358489	0.899272442	0.3545273	6	6
2188908302	125094429	Content				0	0.722007453	0.886151731	0.3390041	8	8
2188908302	647924247	Content				0	0.721659243	0.8832526	0.344608039	9	9
2188908302	2028258736	Content				0	0.7361986	0.878580153	0.403975	4	4
2188908302	179103525	Content				0	0.74964565	0.9122917	0.370138168	1	1
2188908302	2472578459	Content				0	0.7211877	0.8790295	0.352890074	10	10
2188908302	2295756788	Content				0	0.730603456	0.909510434	0.313153833	7	7
2188908302	2765761442	Content				0	0.743877	0.8991827	0.3814971	2	2
2188908302	2098305884	Content				0	0.736391366	0.89148736	0.374500781	3	3
2188908302	1572104567	Content				0	0.735937357	0.8945541	0.365831643	5	5
2188983545	1584117369	Behavior	5	1	1	2	0.6157376	0	0	10	
2188983545	1994740530	Behavior	5	1	1	3	0.6550128	0	0	1	
2188983545	2029991575	Behavior	4	3	8	2	0.6157376	0	0	5	
2188983545	2018206893	Behavior	4	3	8	2	0.6157376	0	0	4	
2188983545	2152378008	Behavior	4	3	8	2	0.6157376	0	0	8	
2188983545	2099736636	Behavior	4	3	8	2	0.6157376	0	0	2	
2188983545	1974561310	Behavior	3	7	16	2	0.6157376	0	0	3	
2188983545	2157341099	Behavior	3	7	16	2	0.6157376	0	0	9	
2188983545	2046506008	Behavior	3	7	16	2	0.6157376	0	0	6	
2188983545	2051277183	Behavior	3	7	16	2	0.6157376	0	0	7	
2188983545	2604518090	Content	5	1	1	0	0.7448062	0.950018048	0.2659784	8	8
2188983545	1437869001	Content	5	1	1	0	0.7823896	0.945642948	0.401465058	1	1
2188983545	17982408	Content	5	1	1	0	0.7415526	0.9439849	0.269210517	10	10
2188983545	1999688933	Content	5	1	1	0	0.7695231	0.947145	0.355072051	2	2
2188983545	2037347158	Content	5	1	1	0	0.743312836	0.9427683	0.2779169	9	9
2188983545	2726836470	Content	4	6	8	0	0.7472007	0.953359544	0.266163439	7	7
2188983545	2575900877	Content	4	6	8	0	0.7495417	0.952947557	0.274927944	6	6
2188983545	2140681472	Content	4	6	8	0	0.766387761	0.9497796	0.33847335	4	4
2188983545	2233412468	Content	4	6	8	0	0.757883966	0.9425774	0.3269326	5	5
2188983545	2139032398	Content	3	10	16	0	0.76767	0.945685446	0.352300644	3	3
2206700478	2170849258	Behavior				8	0.8842624	0	0	8	8
2206700478	2118023438	Behavior				6	0.7993438	0	0	10	10
2206700478	2049620107	Behavior				10	0.9403985	0	0	2	2
2206700478	274352358	Behavior									
2206700478	1976948655	Behavior				6	0.7993438	0	0	9	9
2206700478	2074843451	Behavior				8	0.8842624	0	0	7	7
2206700478	17868741	Behavior				8	0.8842624	0	0	5	5
2206700478	2012920744	Behavior				8	0.8842624	0	0	3	3
2206700478	2167542955	Behavior				16	0.993935764	0	0	1	1
2206700478	2131100936	Behavior				8	0.8842624	0	0	4	4
2206700478	2109119330	Content				0	0.702320337	0.924324036	0.184311688	7	
2206700478	2162452662	Content				0	0.7063165	0.928886354	0.186986759	6	
2206700478	2011903900	Content				0	0.7009873	0.9169094	0.197169	9	
2206700478	2150054252	Content				0	0.707121968	0.931175649	0.184330016	4	
2206700478	2104426009	Content				0	0.7101895	0.9228707	0.213933408	3	
2206700478	2134936073	Content									
2206700478	2012372400	Content				0	0.706758261	0.9345865	0.175158888	5	
2206700478	2537049254	Content				0	0.6993371	0.92436	0.174283847	10	
2206700478	2110134474	Content				0	0.716113031	0.917372942	0.246506572	2	
2206700478	2803175306	Content				0	0.718329847	0.9393171	0.202692822	1	
2231433198	74604692	Behavior	5	1	1	2	0.6157376	0	0	10	
2231433198	1590495275	Behavior	5	1	1	3	0.6550128	0	0	6	
2231433198	2122369144	Behavior	5	1	1	3	0.6550128	0	0	4	
2231433198	2102861780	Behavior	5	1	1	4	0.7006562	0	0	1	
2231433198	2167102709	Behavior	5	1	1	3	0.6550128	0	0	9	
2231433198	2248877347	Behavior	4	6	9	3	0.6550128	0	0	8	
2231433198	2161834943	Behavior	4	6	9	3	0.6550128	0	0	7	
2231433198	1979492569	Behavior	4	6	9	3	0.6550128	0	0	3	
2231433198	2254247457	Behavior	4	6	9	3	0.6550128	0	0	2	
2231433198	1845748792	Behavior	2	10	20	3	0.6550128	0	0	5	
2231433198	2474792229	Content	5	1	1	0	0.947784662	0.9839474	0.863405049	1	1
2231433198	2227170135	Content	5	1	1	0	0.7661071	0.9412773	0.357376575	3	3
2231433198	2091449032	Content	5	1	1	0	0.773030758	0.913701355	0.444799453	2	2
2231433198	2152428018	Content	4	4	9	0	0.7528599	0.9323289	0.334098965	7	7
2231433198	2800619668	Content	4	4	9	0	0.762697756	0.9551393	0.313667625	5	5
2231433198	130370350	Content	4	4	9	0	0.7596642	0.934295833	0.352190256	6	6
2231433198	2115206352	Content	4	4	9	0	0.7502494	0.9292253	0.332638949	9	9
2231433198	2304236564	Content	4	4	9	0	0.765760839	0.949870646	0.3361712	4	4
2231433198	2743529124	Content	3	9	18	0	0.7497271	0.9181001	0.356856555	10	10
2231433198	2753923314	Content	3	9	18	0	0.750529647	0.923752546	0.3463428	8	8
2246230511	66904992	Content	4	1	1	0	0.705884457	0.9193145	0.207881108	2	2
2246230511	1562214947	Content	4	1	1	0	0.703838944	0.932479739	0.1703438	3	3
2246230511	2185041108	Content	2	3	3	0	0.6909821	0.927040339	0.1401796	9	9
2246230511	2007562559	Content	2	3	3	0	0.6941155	0.9254927	0.154235438	6	6
2246230511	2148154959	Content	2	3	3	0	0.708315253	0.9299284	0.191217855	1	1
2246230511	2253828436	Content	1	6	6	0	0.7008165	0.9225037	0.183546349	4	4
2246230511	2775291022	Content	1	6	6	0	0.6928791	0.9188406	0.165635526	8	8
2246230511	2021975491	Content	1	6	6						
2246230511	1596160780	Content	1	6	6	0	0.69639194	0.9203954	0.173717231	5	5
2246230511	2549355413	Content	1	6	6	0	0.6905457	0.9286905	0.134874433	10	10
2252568502	1982846895	Behavior				212	1	0	0	6	6
2252568502	2224398381	Behavior				180	1	0	0	8	8
2252568502	2188223075	Behavior				148	1	0	0	9	9
2252568502	1973260880	Behavior				186	1	0	0	7	7
2252568502	1968342623	Behavior				226	1	0	0	5	5
2252568502	2003171404	Behavior				244	1	0	0	4	4
2252568502	2036176224	Behavior				274	1	0	0	3	3
2252568502	2003797386	Behavior				144	1	0	0	10	10
2252568502	2064815984	Behavior				302	1	0	0	1	1
2252568502	2045435533	Behavior				280	1	0	0	2	2
2252568502	1998031536	Content				0	0.64239496	0.8309563	0.2024185	10	
2252568502	2508771945	Content				0	0.6445358	0.8143228	0.248365939	9	
2252568502	2494014941	Content									
2252568502	2596871182	Content				0	0.6603815	0.8272851	0.270939678	7	
2252568502	2611446801	Content				0	0.682261169	0.8197727	0.3614009	4	
2252568502	2138164217	Content				0	0.66204983	0.8360388	0.2560755	6	
2252568502	2617675584	Content				0	0.6565748	0.808871	0.30121696	8	
2252568502	2516355239	Content				0	0.727600932	0.8890638	0.350854367	2	
2252568502	2408159711	Content				0	0.6694017	0.8328301	0.28806892	5	
2252568502	2622033752	Content				0	0.735863447	0.8477271	0.474848241	1	
2292569406	2155108854	Content				0	0.8495267	0.9489295	0.6175868	3	3
2292569406	1532736841	Content				0	0.8419953	0.951145053	0.58731246	5	5
2292569406	2124905818	Content				0	0.8363255	0.94953537	0.572169244	9	9
2292569406	2186589575	Content				0	0.839300931	0.9526883	0.5747305	8	8
2292569406	2125741372	Content				0	0.840212762	0.949956656	0.5841437	7	7
2292569406	1993896426	Content				0	0.851438046	0.9571022	0.6048885	2	2
2292569406	2151496588	Content				0	0.8361343	0.9495414	0.5715178	10	10
2292569406	1579864629	Content				0	0.843853533	0.948894739	0.5987573	4	4
2292569406	2362785149	Content				0	0.8407523	0.9481145	0.590240538	6	6
2292569406	2135475645	Content				0	0.8554759	0.9573296	0.6178174	1	1
2299638491	2280163991	Behavior	5	1	1	2	0.6157376	0	0	8	
2299638491	2173248099	Behavior	4	2	2	2	0.6157376	0	0	4	
2299638491	1771410628	Behavior	4	2	2	2	0.6157376	0	0	6	
2299638491	2145339207	Behavior	4	2	2	6	0.7993438	0	0	1	1
2299638491	2155007355	Behavior	3	5	6	3	0.6550128	0	0	2	
2299638491	1642831299	Behavior	1	6	8	2	0.6157376	0	0	9	
2299638491	2099471712	Behavior	1	6	8	2	0.6157376	0	0	3	
2299638491	2417786368	Behavior	1	6	8	2	0.6157376	0	0	10	
2299638491	2128990851	Behavior	1	6	8	2	0.6157376	0	0	7	
2299638491	1977655452	Behavior				2	0.6157376	0	0	5	
2299638491	1965568826	Content	4	1	2	0	0.736802638	0.927570343	0.291678	7	8
2299638491	2790355818	Content	3	2	6	0	0.7632565	0.9374527	0.356798649	2	3
2299638491	1670131845	Content	1	3	8	0	0.735692	0.9352521	0.270052	8	9
2299638491	183229625	Content	1	3	8	0	0.744365156	0.9264927	0.3194009	5	6
2299638491	1493147646	Content	1	3	8	0	0.7545735	0.9249855	0.356945485	3	4
2299638491	162907590	Content	1	3	8	0	0.776414335	0.924992	0.429733127	1	2
2299638491	2604763608	Content	1	3	8	0	0.7489228	0.940864742	0.301058322	4	5
2299638491	2134289401	Content	1	3	8	0	0.7379911	0.919737637	0.313915849	6	7
2299638491	2571941834	Content	1	3	8	0	0.724643767	0.9287638	0.248363584	10	
2299638491	2143803736	Content	1	3	8	0	0.728471637	0.92486167	0.270228148	9	10
2343765183	192747414	Content	5	1	1	0	0.762865365	0.9545158	0.315680921	1	1
2343765183	2109223704	Content	5	1	1	0	0.709315062	0.9200288	0.2176496	7	7
2343765183	2769878314	Content	5	1	1	0	0.7266331	0.916194737	0.2843225	3	3
2343765183	2768579399	Content	4	4	4	0	0.710683	0.9192938	0.223924413	5	5
2343765183	2795485758	Content	4	4	4	0	0.72985	0.9291476	0.264822155	2	2
2343765183	1995051304	Content	4	4	4	0	0.7092384	0.918293238	0.221443832	8	8
2343765183	1932980233	Content	3	7	7	0	0.7068845	0.93012327	0.185994059	10	10
2343765183	2014852613	Content	2	8	8	0	0.710340559	0.9143686	0.234274983	6	6
2343765183	2462044286	Content	2	8	8	0	0.706966758	0.92725116	0.192969725	9	9
2343765183	2296912363	Content	1	10	10	0	0.7200722	0.9236918	0.244959742	4	4
2344286452	2022322548	Behavior	5	1	1	4	0.7006562	0	0	3	4
2344286452	2128438887	Behavior	5	1	1	8	0.8842624	0	0	1	1
2344286452	2547045893	Behavior	5	1	1	3	0.6550128	0	0	5	
2344286452	1968900087	Behavior	5	1	1	4	0.7006562	0	0	2	3
2344286452	2032884174	Behavior	5	1	1	3	0.6550128	0	0	9	
2344286452	2039401953	Behavior	4	6	7	3	0.6550128	0	0	10	
2344286452	2132631086	Behavior	3	7	11	3	0.6550128	0	0	8	
2344286452	2331870320	Behavior	3	7	11	4	0.7006562	0	0	4	5
2344286452	2517070929	Behavior	3	7	11	3	0.6550128	0	0	6	
2344286452	2262123273	Behavior	3	7	11	3	0.6550128	0	0	7	
2344286452	1718257212	Content	5	1	1	0	0.8832844	0.913445354	0.812908769	1	2
2344286452	2108402763	Content	4	2	7	0	0.6825614	0.8834733	0.213767067	5	9
2344286452	2166327113	Content	4	2	7	0	0.6870917	0.8871217	0.220355138	4	8
2344286452	2103948822	Content	4	2	7	0	0.6884686	0.903014958	0.187860444	2	6
2344286452	2133343019	Content	3	5	11	0	0.654873669	0.8860214	0.11552912	9	
2344286452	2113037525	Content	3	5	11	0	0.661243737	0.868796	0.176955149	7	
2344286452	1987141250	Content	3	5	11	0	0.6534229	0.878815353	0.127507076	10	
2344286452	2569583985	Content	2	8	18	0	0.6599808	0.8349539	0.2517102	8	
2344286452	1806408992	Content	2	8	18	0	0.6872259	0.897278547	0.197102889	3	7
2344286452	190434184	Content	1	10	20	0	0.671962559	0.8777806	0.191720352	6	10
2364877268	2182572585	Behavior	5	1	1	2	0.6157376	0	0	10	
2364877268	2153256230	Behavior	5	1	1	3	0.6550128	0	0	3	
2364877268	2885033401	Behavior	5	1	1	3	0.6550128	0	0	1	
2364877268	2181362790	Behavior	5	1	1	2	0.6157376	0	0	5	
2364877268	2105443543	Behavior	5	1	1	2	0.6157376	0	0	8	
2364877268	2105542801	Behavior	3	6	11	2	0.6157376	0	0	9	
2364877268	2103404183	Behavior	3	6	11	2	0.6157376	0	0	6	
2364877268	2083305840	Behavior	3	6	11	3	0.6550128	0	0	4	
2364877268	2110693578	Behavior	2	9	17	3	0.6550128	0	0	2	
2364877268	1977884995	Both	2	9	17	0	0.7073316	0.913625062	0.225980148	5	5
2364877268	2005589065	Content	5	1	1	0	0.755438745	0.9321564	0.3430976	1	1
2364877268	2578107759	Content	5	1	1	0	0.7056511	0.9039568	0.242937788	7	7
2364877268	2572475149	Content	5	1	1	0	0.717817664	0.924952865	0.234502167	3	3
2364877268	2276238675	Content	5	1	1	0	0.7048913	0.914485931	0.21583733	9	9
2364877268	2547133879	Content	4	5	10						
2364877268	2285613413	Content	3	6	11	0	0.7527071	0.9367693	0.323228717	2	2
2364877268	2161296666	Content	3	6	11	0	0.705619156	0.9068657	0.236043826	8	8
2364877268	2120246029	Content	3	6	11	0	0.711478531	0.922059059	0.220123962	4	4
2364877268	1991400162	Content	1	10	20	0	0.7061826	0.8960474	0.263164639	6	6
2396316739	1968498770	Behavior	3	1	3	2	0.6157376	0	0	2	
2396316739	2124562173	Behavior	2	3	7	2	0.6157376	0	0	9	
2396316739	2293412965	Behavior	2	3	7	2	0.6157376	0	0	5	
2396316739	2100229481	Behavior	2	3	7	2	0.6157376	0	0	3	
2396316739	2396854589	Behavior	2	3	7	2	0.6157376	0	0	7	
2396316739	1973264045	Behavior	1	7	17	2	0.6157376	0	0	4	
2396316739	2011039300	Behavior	1	7	17	2	0.6157376	0	0	8	
2396316739	1980073965	Behavior	1	7	17	2	0.6157376	0	0	6	
2396316739	2019066938	Behavior	1	7	17	2	0.6157376	0	0	10	
2396316739	2248455564	Both	3	1	3	0	0.730414748	0.909925	0.311557531	9	9
2396316739	200842315	Content	4	1	1	0	0.755384	0.9057526	0.404524058	1	1
2396316739	2093826022	Content	4	1	1	0	0.7419444	0.894572556	0.3858119	5	5
2396316739	2063680475	Content	3	3	3	0	0.7470679	0.9055657	0.377239883	3	3
2396316739	1974024402	Content	2	5	7	0	0.7494311	0.8972947	0.404415935	2	2
2396316739	2685320109	Content	2	5	7	0	0.744948566	0.91056335	0.35851413	4	4
2396316739	2023157162	Content	2	5	7	0	0.735084355	0.890927553	0.371450156	7	7
2396316739	2127122515	Content	2	5	7	0	0.733608067	0.9132692	0.314398617	8	8
2396316739	2067594415	Content	2	5	7	0	0.7386778	0.9110759	0.3364156	6	6
2396316739	1992627184	Content	2	5	7	0	0.7265439	0.8935838	0.3367842	10	10
2396804222	2048389037	Behavior	5	1	1	3	0.6550128	0	0	1	5
2396804222	1559033381	Behavior	5	1	1	2	0.6157376	0	0	6	
2396804222	2406675876	Behavior	5	1	1	3	0.6550128	0	0	2	6
2396804222	1992466745	Behavior	5	1	1	2	0.6157376	0	0	4	
2396804222	2121822954	Behavior	5	1	1	2	0.6157376	0	0	5	
2396804222	2049203078	Behavior	5	1	1	2	0.6157376	0	0	7	
2396804222	2054881688	Behavior	4	8	9	2	0.6157376	0	0	8	
2396804222	2094728533	Behavior	2	9	10	2	0.6157376	0	0	9	
2396804222	1492212808	Both	5	1	1	0	0.677126944	0.8833908	0.19584468	1	1
2396804222	2189269036	Content	2	2	10	0	0.6638107	0.8882205	0.14018786	3	3
2396804222	2496932391	Content	1	3	12	0	0.652231634	0.8791343	0.122792073	9	
2396804222	27731943	Content	1	3	12	0	0.659181833	0.8843902	0.1336956	4	4
2396804222	2599130987	Content	1	3	12						
2396804222	2794736157	Content	1	3	12	0	0.6700467	0.8931868	0.149386331	2	2
2396804222	2212003014	Content	1	3	12	0	0.6527349	0.8927819	0.092625156	8	10
2396804222	2474664182	Content	1	3	12	0	0.6515823	0.889583349	0.0962464958	10	
2396804222	2093959473	Content	1	3	12	0	0.654958963	0.8791802	0.131776154	5	7
2396804222	2300127769	Content	1	3	12	0	0.652847946	0.878823936	0.12557061	7	9
2399107775	1530043701	Content	5	1	1	0	0.7799998	0.889853656	0.52367413	2	2
2399107775	1761070798	Content	5	1	1	0	0.778149664	0.925430238	0.434495	3	3
2399107775	1650872215	Content	5	1	1	0	0.7566452	0.915927	0.384987742	5	5
2399107775	2129327527	Content	5	1	1	0	0.7671186	0.907790542	0.43888402	4	4
2399107775	1985589965	Content	5	1	1	0	0.7804954	0.898680151	0.50473094	1	1
2399107775	1586608324	Content	4	6	6	0	0.744951	0.9211749	0.333762	8	8
2399107775	2131225968	Content	4	6	6	0	0.744827151	0.8989507	0.385205448	9	9
2399107775	2733553237	Content	3	8	8	0	0.7425281	0.8990419	0.3773291	10	10
2399107775	2018144038	Content	3	8	8	0	0.746505857	0.8843554	0.424856961	6	6
2399107775	2086358114	Content	2	10	10	0	0.745407939	0.892627	0.4018969	7	7
2405120882	2269884838	Behavior	5	1	1	3	0.6550128	0	0	5	
2405120882	1523375639	Behavior	5	1	1	5	0.75	0	0	1	5
2405120882	1587920257	Behavior	4	3	8	3	0.6550128	0	0	6	
2405120882	2101576896	Behavior	4	3	8	2	0.6157376	0	0	10	
2405120882	2052064204	Behavior	4	3	8	3	0.6550128	0	0	4	
2405120882	1971441460	Behavior	4	3	8	2	0.6157376	0	0	9	
2405120882	2089077607	Behavior	4	3	8	3	0.6550128	0	0	7	
2405120882	2121886896	Behavior	2	9	17	3	0.6550128	0	0	3	
2405120882	2118331730	Behavior	1	10	20	3	0.6550128	0	0	2	
2405120882	1969653154	Both	4	3	8	0	0.7337796	0.9311137	0.2733333	6	7
2405120882	2054746042	Content	5	1	1	0	0.7808512	0.9270267	0.439775079	1	1
2405120882	1933820254	Content	5	1	1	0	0.7521623	0.8965496	0.415258527	4	4
2405120882	2367661998	Content	5	1	1	0	0.766379654	0.8943319	0.467824519	2	2
2405120882	2001337929	Content	5	1	1	0	0.7613439	0.919989944	0.391169757	3	3
2405120882	2752335483	Content	5	1	1	0	0.7339621	0.896480739	0.354751945	5	6
2405120882	2328510172	Content	3	7	15						
2405120882	2785652786	Content	3	7	15	0	0.7246121	0.903659642	0.306834519	9	10
2405120882	2583257213	Content	2	9	17	0	0.7267796	0.9038411	0.313636	8	9
2405120882	2089611739	Content	2	9	17	0	0.728558	0.901183963	0.3257641	7	8
2405754747	2096449544	Behavior				4	0.7006562	0	0	1	
2405754747	2101512909	Behavior				4	0.7006562	0	0	2	
2405754747	157156687	Behavior				3	0.6550128	0	0	5	
2405754747	1710734607	Behavior				4	0.7006562	0	0	3	
